"filename", "language", "TypeScript", "TypeScript JSX", "XML", "JSON", "CSS", "JavaScript", "JSON with Comments", "Markdown", "HTML", "comment", "blank", "total"
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/AboutPage.tsx", "TypeScript JSX", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/CatalogPage.tsx", "TypeScript JSX", 0, 90, 0, 0, 0, 0, 0, 0, 0, 12, 8, 110
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/ChatPage.tsx", "TypeScript JSX", 0, 57, 0, 0, 0, 0, 0, 0, 0, 6, 7, 70
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/ContactPage.tsx", "TypeScript JSX", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/CoursePageDetails.tsx", "TypeScript JSX", 0, 174, 0, 0, 0, 0, 0, 0, 0, 39, 18, 231
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/Dashboard/AddCourse.tsx", "TypeScript JSX", 0, 61, 0, 0, 0, 0, 0, 0, 0, 8, 7, 76
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/Dashboard/Dashboard.tsx", "TypeScript JSX", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/Dashboard/MyCourses.tsx", "TypeScript JSX", 0, 125, 0, 0, 0, 0, 0, 0, 0, 16, 15, 156
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/Dashboard/Profile.tsx", "TypeScript JSX", 0, 162, 0, 0, 0, 0, 0, 0, 0, 18, 13, 193
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/Dashboard/PurchasedHistory.tsx", "TypeScript JSX", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/Dashboard/Setting.tsx", "TypeScript JSX", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/DashboardLayoutPage.tsx", "TypeScript JSX", 0, 33, 0, 0, 0, 0, 0, 0, 0, 5, 7, 45
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/EnrolledCourse.tsx", "TypeScript JSX", 0, 40, 0, 0, 0, 0, 0, 0, 0, 22, 9, 71
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/HomePage.tsx", "TypeScript JSX", 0, 82, 0, 0, 0, 0, 0, 0, 0, 12, 5, 99
"/Users/prafullprince/Desktop/StudyForge/IdeaForge/src/pages/LoginPage.tsx", "TypeScript JSX", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
